round_queries,100,900,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,3100
round_k,1,4,15
round_shots,200,400,100
round_queries,200,1200,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,400,100
round_queries,200,1200,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,3300
round_k,1,4,16
round_shots,300,200,100
round_queries,300,600,3100
round_k,1,4,15
round_shots,200,200,100
round_queries,200,600,3100
round_k,1,4,15
round_shots,300,100
round_queries,300,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100,100
round_queries,100,300,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,300,100
round_queries,200,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,400,100
round_queries,200,1200,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100,100
round_queries,100,300,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,300,100
round_queries,200,900,3100
round_k,1,4,15
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2100
round_k,2,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,400,100
round_queries,200,1200,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,1700
round_k,1,8
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,400,100
round_queries,100,1200,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2300
round_k,2,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,200,100
round_queries,200,600,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,2700
round_k,2,13
round_shots,200,100,100
round_queries,200,300,3300
round_k,1,5,16
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,3500
round_k,1,4,17
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,4500
round_k,1,4,22
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100,100
round_queries,100,300,5500
round_k,1,5,27
round_shots,200,300,100
round_queries,200,900,5500
round_k,1,5,27
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,200,200,100
round_queries,200,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,200,100
round_queries,200,600,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,300,100
round_queries,300,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,3500
round_k,1,4,17
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100,100
round_queries,100,300,3500
round_k,1,5,17
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,200,100
round_queries,200,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100,100
round_queries,100,300,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100,100
round_queries,200,300,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,3500
round_k,1,4,17
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,200,100
round_queries,200,600,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,300,100
round_queries,200,900,2700
round_k,1,4,13
round_shots,100,400,100
round_queries,100,1200,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,300,100
round_queries,100,900,4500
round_k,1,4,22
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,400,100
round_queries,200,1200,2700
round_k,1,4,13
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,4500
round_k,1,4,22
round_shots,100,300,100
round_queries,100,900,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,400,100
round_queries,100,1200,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,400,100
round_queries,100,1200,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,5500
round_k,1,5,27
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,3300
round_k,1,4,16
round_shots,200,300,100
round_queries,200,900,4500
round_k,1,4,22
round_shots,100,400,100
round_queries,100,1200,3500
round_k,1,4,17
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,200,200,100
round_queries,200,600,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,200,100
round_queries,200,1700
round_k,1,8
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,4100
round_k,1,4,20
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,400,100
round_queries,100,1200,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,3300
round_k,1,4,16
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,3500
round_k,1,4,17
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,300,100
round_queries,300,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,400,100
round_queries,200,1200,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100,100
round_queries,100,300,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,300,100
round_queries,200,900,3100
round_k,1,4,15
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,2700
round_k,1,4,13
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,400,100
round_queries,200,1200,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,200,100
round_queries,100,600,3700
round_k,1,4,18
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,200,100
round_queries,200,600,3300
round_k,1,4,16
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,400,100
round_queries,200,1200,3100
round_k,1,4,15
round_shots,200,200,100
round_queries,200,600,3300
round_k,1,4,16
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,400,100
round_queries,200,1200,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,400,100
round_queries,100,1200,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,300,200,100
round_queries,300,600,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,100,100,100
round_queries,100,300,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,400,100
round_queries,200,1200,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,2700
round_k,2,13
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,300,100
round_queries,300,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,200,400,100
round_queries,200,1200,4500
round_k,1,4,22
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,200,100
round_queries,200,2500
round_k,1,12
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,200,300,100
round_queries,200,900,2900
round_k,1,4,14
round_shots,200,100
round_queries,200,2100
round_k,1,10
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,400,100
round_queries,100,1200,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3500
round_k,1,4,17
round_shots,100,300,100
round_queries,100,900,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,400,100
round_queries,100,1200,3500
round_k,1,4,17
round_shots,200,400,100
round_queries,200,1200,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2700
round_k,1,13
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,200,100
round_queries,100,600,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,1900
round_k,1,9
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,200,400,100
round_queries,200,1200,4500
round_k,1,4,22
round_shots,100,300,100
round_queries,100,900,3500
round_k,1,4,17
round_shots,100,300,100
round_queries,100,900,2700
round_k,1,4,13
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3300
round_k,1,5,16
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,200,200,100
round_queries,200,600,2700
round_k,1,4,13
round_shots,200,100
round_queries,200,1900
round_k,1,9
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,100
round_queries,100,1700
round_k,1,8
round_shots,200,300,100
round_queries,200,900,5500
round_k,1,5,27
round_shots,100,300,100
round_queries,100,900,2900
round_k,1,4,14
round_shots,100,100
round_queries,100,2100
round_k,1,10
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,400,100
round_queries,100,1200,3100
round_k,1,4,15
round_shots,200,100
round_queries,200,2700
round_k,1,13
round_shots,200,100,100
round_queries,200,300,3300
round_k,1,4,16
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,100,200,100
round_queries,100,600,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2500
round_k,1,12
round_shots,100,200,100
round_queries,100,600,2900
round_k,1,4,14
round_shots,100,300,100
round_queries,100,900,3100
round_k,1,4,15
round_shots,100,100
round_queries,100,2300
round_k,1,11
round_shots,200,100
round_queries,200,2300
round_k,1,11
round_shots,100,300,100
round_queries,100,900,3500
round_k,1,4,17
round_shots,100,100
round_queries,100,2100
round_k,1,10
